web_event_id,loaded_at,cookie_id,customer_id,event_name,event_url,event_properties,timestamp,utm_campaign,utm_source,utm_medium
ajs-c61cf866bba13a40ebf794c4227f53e9,8/8/2022 0:19:27,4653f4a0-5836-4b27-802b-86ca0e62740b,5775256649787,email_sign_up,,,8/7/2022 23:12:20,g|search|nonbrand|core|sheets|desktop|bmm,google,cpc
ajs-c8d251d13e59a152f01d86da9c7db433,8/16/2022 1:19:27,029488bf-2263-4ace-8c8a-5b46440dba7b,3774350950459,email_sign_up,,,8/16/2022 0:27:49,g|search|brand|core|desktop|exact,google,cpc
ajs-9653f1a63445b1206a2c93118589bc9c,8/13/2022 21:19:25,0ac347b9-841d-40b8-ac48-9004e6fa2891,5738769514555,email_sign_up,,,8/13/2022 20:03:19,,,
ajs-8d616ff5a2090121dd8542c6073a880e,8/20/2022 20:19:53,53d1bd94-1838-4e6b-94ee-8bb921b67a97,1454719107131,email_sign_up,,,8/20/2022 19:30:57,,,
ajs-2f9c94d82aa8b092f51ec23859696e96,8/27/2022 3:19:25,2bd82ffd-8389-48a6-8007-be0450472b10,5525730394171,email_sign_up,,,8/27/2022 3:12:53,,,
ajs-75f9f4aa22f75014c28da282b1bba6a5,8/7/2022 13:19:10,b188b8c1-d0f2-4f91-a16f-1b71a865c4af,5539178053691,email_sign_up,,,8/7/2022 11:46:45,,,
ajs-963e8c4b0c534e213786f7653ae114f4,8/4/2022 0:19:24,8828e187-b90c-4a82-9f7b-39ca8830fb18,5771074961467,email_sign_up,,,8/3/2022 23:10:44,g|search|brand|plus|desktop|exact,google,cpc
ajs-aef4a57493ab3ab65446b9bed53624e7,8/17/2022 20:19:24,33bed5fc-8cb4-4196-9586-26b43f354c09,5785358106683,email_sign_up,,,8/17/2022 19:09:24,,,
ajs-aace4b3aaa1bdde98478cdfed8f58114,8/25/2022 3:19:27,bb69c6a1-304f-47ed-8cdd-e6341459cbc1,5793563443259,email_sign_up,,,8/25/2022 1:56:41,,,
ajs-a29ef20615c8547c4d051be5b50a51c6,8/24/2022 16:19:25,07cd443e-6166-4e1c-a6df-7b35c6827270,5792652066875,email_sign_up,,,8/24/2022 15:32:38,,,
ajs-ea7e9957c6bc027315b6c756a941de77,8/3/2022 6:19:11,6f8f8a8f-7be7-4433-9856-84df5f482148,5770304553019,email_sign_up,,,8/3/2022 5:14:19,,,
ajs-3f30393ca0e2b012127cb731b77de4ae,8/29/2022 19:19:26,4cda81a6-8e7c-4e54-81bb-365f9dc1fe25,5799295352891,email_sign_up,,,8/29/2022 17:55:58,,,
ajs-99e1bedf4099ba5cf0ed9aa8f646d582,8/23/2022 1:19:24,29f5bf91-016e-42e8-9119-f5563cdb5c3c,1033419030587,email_sign_up,,,8/23/2022 0:07:10,,,
ajs-12f1c3154f679b6fc94b35158a5943a0,8/21/2022 0:19:24,352776fd-f696-42ea-81e2-b980bbdc5378,5788347924539,email_sign_up,,,8/20/2022 23:40:24,Boll&Branch_Prospecting_April2022_Broad+Lookalike_Influencer,Facebook,Social
ajs-063d1f46bcca30ee7213f879fc624f10,8/9/2022 4:19:26,e9f3e4f6-b2b7-4f15-aa60-8a7687123a49,5776502095931,email_sign_up,,,8/9/2022 3:45:21,,,
ajs-98a02511622052e5b8044cbdcab9e084,8/4/2022 23:19:25,e04cea66-f5bc-4b09-a869-47cc0e052207,5772315557947,email_sign_up,,,8/4/2022 22:00:55,,,
ajs-6fa21465ed51017c2939c99c5a9f602e,8/16/2022 2:19:23,09f59e40-73e2-4a76-a433-b5e5494a80fc,6892022285,email_sign_up,,,8/16/2022 1:33:14,,,
ajs-158a73eb2808fc0ad7b8869241be4769,8/7/2022 23:19:24,3f885678-66de-4aa2-9e3a-17231a9fbfd0,5775247671355,email_sign_up,,,8/7/2022 23:06:42,,,
ajs-eec57ccf64fe46c817661a04011f9519,8/27/2022 4:19:25,d2ecb558-9bb5-45fc-8425-bf1fb8505962,5796310188091,email_sign_up,,,8/27/2022 3:16:06,,,
ajs-247e0376e2fc97a0d1426151231f62fd,8/20/2022 14:19:24,c0e4ddc4-9f98-42b9-bdbd-354dadd1d2fb,5786928447547,email_sign_up,,,8/20/2022 13:17:44,,,
ajs-a49f94c38b474b4774090dd5c89a044b,8/13/2022 15:19:24,28c1598f-c57a-4bfb-be7a-beca55122e17,5780714291259,email_sign_up,,,8/13/2022 14:22:39,,,
ajs-597d4c289932fed886de56b3efb3d4e7,8/28/2022 15:19:24,49177827-6666-4e81-97e0-090cd1b50f30,5695021416507,email_sign_up,,,8/28/2022 14:59:19,,,
